Commodity,Month,Year,Quarter,Time,Balance ($US),Total Exports Value ($US),Customs Import Value (Gen) ($US)
Petroleum & Coal Products,March,2007,Q1,March 2007,-2205835,12242695,14448530
Petroleum & Coal Products,April,2007,Q2,April 2007,-5883600,39685608,45569208
Petroleum & Coal Products,May,2007,Q2,May 2007,-16925013,29428233,46353246
Petroleum & Coal Products,June,2007,Q2,June 2007,3324810,22454424,19129614
Petroleum & Coal Products,July,2007,Q3,July 2007,253393,14822886,14569493
Petroleum & Coal Products,August,2007,Q3,August 2007,25591022,43779425,18188403
Petroleum & Coal Products,September,2007,Q3,September 2007,-5334563,16152754,21487317
Petroleum & Coal Products,October,2007,Q4,October 2007,3915488,12498869,8583381
Petroleum & Coal Products,November,2007,Q4,November 2007,4426458,15274965,10848507
Petroleum & Coal Products,December,2007,Q4,December 2007,42681874,54066352,11384478
Petroleum & Coal Products,January,2008,Q1,January 2008,2037649,17154776,15117127
Petroleum & Coal Products,February,2008,Q1,February 2008,-1540183,16610898,18151081
Petroleum & Coal Products,March,2008,Q1,March 2008,46248055,48363782,2115727
Petroleum & Coal Products,April,2008,Q2,April 2008,-14592107,15653940,30246047
Petroleum & Coal Products,May,2008,Q2,May 2008,44644967,93630581,48985614
Petroleum & Coal Products,June,2008,Q2,June 2008,16394729,51272273,34877544
Petroleum & Coal Products,July,2008,Q3,July 2008,22846572,37452682,14606110
Petroleum & Coal Products,August,2008,Q3,August 2008,-38222565,15578084,53800649
Petroleum & Coal Products,September,2008,Q3,September 2008,28800452,48594969,19794517
Petroleum & Coal Products,October,2008,Q4,October 2008,-12140388,18269599,30409987
Petroleum & Coal Products,November,2008,Q4,November 2008,-8945894,27679485,36625379
Petroleum & Coal Products,December,2008,Q4,December 2008,16824978,28588664,11763686
Petroleum & Coal Products,January,2009,Q1,January 2009,-19453358,24277010,43730368
Petroleum & Coal Products,February,2009,Q1,February 2009,24405692,31057140,6651448
Petroleum & Coal Products,March,2009,Q1,March 2009,52052904,63917791,11864887
Petroleum & Coal Products,April,2009,Q2,April 2009,29496666,44928787,15432121
Petroleum & Coal Products,May,2009,Q2,May 2009,38342856,45111236,6768380
Petroleum & Coal Products,June,2009,Q2,June 2009,14005896,24569926,10564030
Petroleum & Coal Products,July,2009,Q3,July 2009,11486767,21024710,9537943
Petroleum & Coal Products,August,2009,Q3,August 2009,-10263405,21914415,32177820
Petroleum & Coal Products,September,2009,Q3,September 2009,2486864,22954204,20467340
